Function,Dimension,Algorithm,Mean,Std,Best,Worst
F1,10,DE,100.0,0.0,100.0,100.0
F1,10,CREO-DE-NoRG,12907018.31386572,5262466.446427541,5654796.2641965635,27601748.773074664
F1,10,CREO-DE,1637544.0828683823,772546.6620269885,267168.8112078743,3477456.7186496267
F3,10,DE,300.0,0.0,300.0,300.0
F3,10,CREO-DE-NoRG,305.3118960204255,11.089342530594786,300.0003857073671,335.88338224188914
F3,10,CREO-DE,300.00171313589266,0.0007234714697317212,300.0005719686581,300.00381666070564
F4,10,DE,400.0,0.0,400.0,400.0
F4,10,CREO-DE-NoRG,404.0871406608869,0.897485749856507,401.92076184166876,405.5818309181383
F4,10,CREO-DE,401.94693341583235,0.8279237122253016,400.0004989553941,403.2608539536753
F5,10,DE,512.9404254239818,10.087545148657727,502.98490286798415,533.814796761488
F5,10,CREO-DE-NoRG,525.3805825186013,3.7179335908550137,516.4930760883699,533.2131382696995
F5,10,CREO-DE,535.9792932352156,4.530226536510371,524.216477918791,543.9016818684913
F6,10,DE,600.0000000026959,7.443675334351391e-09,600.0000000000241,600.0000000398446
F6,10,CREO-DE-NoRG,601.499684729109,0.3007780568646718,600.7887766772386,602.1792864855723
F6,10,CREO-DE,601.9052612932759,0.5687417913882589,601.0505512230313,603.3016365474473
F7,10,DE,731.6534613506171,10.422769554956243,714.0201829547559,746.761024544231
F7,10,CREO-DE-NoRG,737.7955534893074,5.517678569304448,724.3115865230596,748.9059341246283
F7,10,CREO-DE,744.7725953250746,4.763056796676039,728.3268668554537,751.4113234930921
F8,10,DE,817.0470800623981,9.941225223477417,803.9798362283732,837.9298278656439
F8,10,CREO-DE-NoRG,831.3103657301635,3.8613627010633214,823.3650539362978,841.9836107591268
F8,10,CREO-DE,835.2666192029578,4.366493935836067,821.4176688918252,841.8177571311054
F9,10,DE,900.0,0.0,900.0,900.0
F9,10,CREO-DE-NoRG,900.0001590606673,4.308292881534075e-05,900.0000837246369,900.0002417905964
F9,10,CREO-DE,900.0001837683449,4.498739294368554e-05,900.0000834324156,900.0002532453477
F10,10,DE,1656.1176359245592,453.0813285471344,1006.829921377247,2589.4969573989597
F10,10,CREO-DE-NoRG,1852.9738592228039,175.57028654292972,1530.286406928481,2323.38937998223
F10,10,CREO-DE,2163.4362191359482,118.14571337213668,1884.2258688532534,2405.057762797235
F11,10,DE,1100.895463151391,0.6043633218935422,1100.0,1101.9899181141875
F11,10,CREO-DE-NoRG,1116.3036438087222,4.160375572644345,1108.6724239964697,1126.44338309151
F11,10,CREO-DE,1120.692967462933,5.494036303275349,1105.8880584349424,1129.0080909745714
F12,10,DE,1203.1875985058616,5.043339188718577,1200.0000000045336,1211.5892588319039
F12,10,CREO-DE-NoRG,426861.6384663392,260888.27290157267,141649.24286244897,1110491.3998879483
F12,10,CREO-DE,123248.23100367951,68151.79607351552,20718.776210387492,333555.8489557336
F13,10,DE,1300.9119519313895,0.951084982350254,1300.0000000000005,1303.283632542132
F13,10,CREO-DE-NoRG,3632.2710796400283,1698.3906689884614,1893.872046787738,7495.441580116114
F13,10,CREO-DE,3856.3936725445187,1841.548061032469,1968.6375109818007,11003.109771054334
F14,10,DE,1401.09445665175,0.8802743917387812,1400.0,1403.9798362283775
F14,10,CREO-DE-NoRG,1741.8278253413735,197.62825380734384,1459.9432153189798,2067.386540647327
F14,10,CREO-DE,1626.1799708668925,162.040034867583,1458.1983445274673,1959.1903127156113
F15,10,DE,1500.3369642094092,0.48961395555144227,1500.0000079200497,1501.4466452415852
F15,10,CREO-DE-NoRG,2038.6921581564677,474.6138967364396,1606.897305292911,3391.066295758811
F15,10,CREO-DE,2185.220238140654,590.0610186523148,1594.8729548380027,4028.1650279958067
F16,10,DE,1612.1626613693845,36.40621225961476,1600.0245954559691,1719.9663948116117
F16,10,CREO-DE-NoRG,1615.0642568620674,7.706658789209559,1603.081086709745,1642.4713736476772
F16,10,CREO-DE,1653.451445165324,24.690806460682968,1619.6200287332524,1705.4749980705813
F17,10,DE,1701.403106732578,0.7078018256547927,1700.0000764836982,1702.8641399328142
F17,10,CREO-DE-NoRG,1750.277995823549,7.479645790119026,1738.410029487397,1766.5194815314803
F17,10,CREO-DE,1756.245060173221,8.466974080529903,1739.331802545489,1778.0539221952185
F18,10,DE,1800.2864704826918,0.4763848614562714,1800.0000688908754,1801.4062817671986
F18,10,CREO-DE-NoRG,18874.412329357132,19170.60900238935,3852.818603756313,97895.188484555
F18,10,CREO-DE,6609.598948792334,2646.127788397429,2981.96488639491,13746.24626324901
