Function,Dimension,Algorithm,Mean,Std,Best,Worst
F1,10,DE,100.0,0.0,100.0,100.0
F1,10,CREO-DE,1637544.0828683823,772546.6620269885,267168.8112078743,3477456.7186496267
F1,10,CREO-DE-NoRG,12907018.31386572,5262466.446427541,5654796.2641965635,27601748.773074664
