Dimension,Algorithm,MeanRank,StdRank,BestCount,WorstCount
30,DE,1.0344827586206897,0.1856953381770519,28,0
30,CREO-DE-NoRG,2.0,0.2672612419124244,1,1
30,CREO-DE,2.9655172413793105,0.1856953381770519,0,28
